Fullname,DateofbirthAge,Placeofbirth,Height,Citizenship,Position,Foot,Playeragent,Currentclub,Joined,Contractexpires,Lastcontractextension,Outfitter,SocialMedia,tm_url,Nameinhomecountry,2ndclub,Onloanfrom,Contractthereexpires,source_url,Contractoption,3ndclub
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://www.transfermarkt.com/david-deger/profil/spieler/381260,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://www.transfermarkt.com/dimitrios-giannoulis/profil/spieler/295630,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://www.transfermarkt.com/mads-pedersen/profil/spieler/288429,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://www.transfermarkt.com/marius-wolf/profil/spieler/193900,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://www.transfermarkt.com/henri-koudossou/profil/spieler/515624,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://www.transfermarkt.com/robert-gumny/profil/spieler/353826,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://www.transfermarkt.com/kristijan-jakic/profil/spieler/374954,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://www.transfermarkt.com/niklas-dorsch/profil/spieler/251302,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://www.transfermarkt.com/tim-breithaupt/profil/spieler/569457,NA,NA
NA,07.04.2004 (21),NA,"1,82 m",Türkiye Germany,Midfield - Defensive Midfield,right,MvK Sports,FC Augsburg,17.07.2024,30.06.2027,17.07.2024,NA,NA,https://www.transfermarkt.com/mahmut-kucuksahin/profil/spieler/730486,Mahmut Can Küçükşahin,FC Augsburg II (#15),NA,NA,NA,both parties 1 year,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://www.transfermarkt.com/arne-engels/profil/spieler/565435,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://www.transfermarkt.com/frank-onyeka/profil/spieler/421637,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://www.transfermarkt.com/arne-maier/profil/spieler/296397,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://www.transfermarkt.com/elvis-rexhbecaj/profil/spieler/280575,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://www.transfermarkt.com/alexis-claude-maurice/profil/spieler/384593,NA,NA
NA,17.07.2005 (20),Dachau,"1,83 m",Germany Türkiye,Midfield - Attacking Midfield,both,DWMA,FC Augsburg,01.07.2023,30.06.2029,04.07.2025,NA,,https://www.transfermarkt.com/mert-komur/profil/spieler/777005,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://www.transfermarkt.com/fredrik-jensen/profil/spieler/249157,NA,NA
NA,27.02.2003 (22),Montevideo,"1,88 m",Uruguay Germany,Midfield - Attacking Midfield,right,MvK Sports,SpVgg Greuther Fürth,01.07.2025,30.06.2027,NA,NA,,https://www.transfermarkt.com/juan-cabrera/profil/spieler/654724,Juan Ignacio Cabrera,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://www.transfermarkt.com/ruben-vargas/profil/spieler/345886,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://www.transfermarkt.com/yusuf-kabadayi/profil/spieler/604359,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://www.transfermarkt.com/phillip-tietz/profil/spieler/288340,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://www.transfermarkt.com/samuel-essende/profil/spieler/395522,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://www.transfermarkt.com/mergim-berisha/profil/spieler/307924,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://www.transfermarkt.com/steve-mounie/profil/spieler/238639,NA,NA
NA,12.05.1993 (32),Köln,"1,92 m",Germany,Goalkeeper,left,Sports360 GmbH,VfL Bochum,01.08.2024,30.06.2027,30.06.2025,Puma,,https://www.transfermarkt.com/timo-horn/profil/spieler/84938,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://www.transfermarkt.com/patrick-drewes/profil/spieler/94192,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://www.transfermarkt.com/paul-grave/profil/spieler/452192,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://www.transfermarkt.com/bernardo/profil/spieler/364258,NA,NA
NA,06.10.2003 (21),Bochum,"1,89 m",Germany,Defender - Centre-Back,right,CN Sports,SK Sturm Graz,02.07.2025,30.06.2026,NA,Nike,NA,https://www.transfermarkt.com/tim-oermann/profil/spieler/696164,NA,NA,Bayer 04 Leverkusen,30.06.2029,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://www.transfermarkt.com/erhan-masovic/profil/spieler/343959,NA,NA
NA,07.09.1998 (26),Zagreb,"1,93 m",Croatia,Defender - Centre-Back,right,Soccerfriends ...,Norwich City,01.07.2025,30.06.2028,NA,NA,,https://www.transfermarkt.com/jakov-medic/profil/spieler/488755,Jakov Medić,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://www.transfermarkt.com/ivan-ordets/profil/spieler/118850,NA,NA
NA,23.01.1997 (28),Brugg,"1,86 m",Switzerland,Defender - Centre-Back,right,Footuro AG,VfL Bochum,01.07.2023,30.06.2026,NA,Puma,,https://www.transfermarkt.com/noah-loosli/profil/spieler/265209,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://www.transfermarkt.com/mohammed-tolba/profil/spieler/813730,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://www.transfermarkt.com/maximilian-wittek/profil/spieler/196793,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://www.transfermarkt.com/felix-passlack/profil/spieler/274461,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://www.transfermarkt.com/cristian-gamboa/profil/spieler/121686,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://www.transfermarkt.com/kacper-koscierski/profil/spieler/1058515,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://www.transfermarkt.com/ibrahima-sissoko/profil/spieler/372712,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://www.transfermarkt.com/anthony-losilla/profil/spieler/111266,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://www.transfermarkt.com/niklas-jahn/profil/spieler/744600,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://www.transfermarkt.com/tom-krauss/profil/spieler/405687,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://www.transfermarkt.com/matus-bero/profil/spieler/204047,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://www.transfermarkt.com/moritz-broni-kwarteng/profil/spieler/316575,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://www.transfermarkt.com/mats-pannewig/profil/spieler/796221,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://www.transfermarkt.com/agon-elezi/profil/spieler/505324,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://www.transfermarkt.com/koji-miyoshi/profil/spieler/295060,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://www.transfermarkt.com/dani-de-wit/profil/spieler/340459,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://www.transfermarkt.com/lukas-daschner/profil/spieler/334213,NA,NA
NA,07.01.2005 (20),Soest,"1,87 m",Germany,Midfield - Attacking Midfield,right,DC International ...,VfL Bochum II,01.07.2025,30.06.2027,07.06.2024,NA,NA,https://www.transfermarkt.com/lennart-koerdt/profil/spieler/930008,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://www.transfermarkt.com/georgios-masouras/profil/spieler/329517,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://www.transfermarkt.com/aliou-balde/profil/spieler/666977,NA,NA
NA,25.03.1995 (30),Bremerhaven,"1,85 m",Philippines Germany,Attack - Left Winger,left,Sports360 GmbH,VfL Bochum,24.08.2020,30.06.2027,02.07.2025,NA,,https://www.transfermarkt.com/gerrit-holtmann/profil/spieler/190289,Gerrit Stephan Barba Holtmann,NA,NA,NA,NA,NA,NA
NA,13.02.2004 (21),Ahlen,"1,79 m",Germany DR Congo,Attack - Right Winger,both,Sports360 GmbH,VfL Bochum,01.07.2024,30.06.2027,NA,adidas,,https://www.transfermarkt.com/samuel-bamba/profil/spieler/684318,NA,NA,NA,NA,NA,NA,NA
NA,14.01.2001 (24),Amsterdam,"1,81 m",Netherlands Ghana,Attack - Centre-Forward,right,Team Raiola,AS Monaco,04.08.2021,30.06.2026,NA,NA,,https://www.transfermarkt.com/myron-boadu/profil/spieler/412932,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://www.transfermarkt.com/moritz-broschinski/profil/spieler/406973,NA,NA
NA,30.03.1993 (32),Arnsberg,"1,95 m",Germany,Attack - Centre-Forward,left,ROOF,VfL Bochum,01.07.2022,30.06.2026,24.08.2023,NA,,https://www.transfermarkt.com/philipp-hofmann/profil/spieler/119037,NA,NA,NA,NA,NA,NA,NA
NA,18.01.1999 (26),Essen,"1,91 m",Germany,Goalkeeper,both,CORESPORT,Holstein Kiel,01.07.2018,30.06.2027,16.12.2023,NA,NA,https://www.transfermarkt.com/timon-weiner/profil/spieler/296428,Timon Moritz Weiner,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://www.transfermarkt.com/thomas-dahne/profil/spieler/115979,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://www.transfermarkt.com/marcel-engelhardt/profil/spieler/124080,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://www.transfermarkt.com/david-zec/profil/spieler/469709,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://www.transfermarkt.com/marko-ivezic/profil/spieler/706024,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://www.transfermarkt.com/max-geschwill/profil/spieler/471890,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://www.transfermarkt.com/timo-becker/profil/spieler/282349,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://www.transfermarkt.com/colin-kleine-bekel/profil/spieler/622722,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://www.transfermarkt.com/marco-komenda/profil/spieler/335631,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://www.transfermarkt.com/patrick-erras/profil/spieler/193859,NA,NA
NA,24.12.2000 (24),Zadar,"1,85 m",Croatia,Defender - Centre-Back,right,FairSport,Holstein Kiel,22.01.2025,30.06.2029,NA,NA,NA,https://www.transfermarkt.com/ivan-nekic/profil/spieler/464333,Ivan Nekić,NA,NA,NA,NA,NA,NA
NA,23.05.1994 (31),Lund,"1,94 m",Sweden,Defender - Centre-Back,right,Inner Game,Holstein Kiel,01.07.2023,30.06.2026,NA,NA,NA,https://www.transfermarkt.com/carl-johansson/profil/spieler/225043,Carl Anders Lorentz Johansson,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://www.transfermarkt.com/john-tolkin/profil/spieler/683812,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://www.transfermarkt.com/tymoteusz-puchacz/profil/spieler/361575,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://www.transfermarkt.com/dominik-javorcek/profil/spieler/610608,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://www.transfermarkt.com/lasse-rosenboom/profil/spieler/512352,NA,NA
NA,15.01.1995 (30),Mülheim an der Ruhr,"1,86 m",Germany,Midfield - Defensive Midfield,right,Tenet Football,Preußen Münster,01.07.2025,-,NA,NA,,https://www.transfermarkt.com/marvin-schulz/profil/spieler/168678,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://www.transfermarkt.com/nicolai-remberg/profil/spieler/592534,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://www.transfermarkt.com/armin-gigovic/profil/spieler/651269,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://www.transfermarkt.com/magnus-knudsen/profil/spieler/651735,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://www.transfermarkt.com/lewis-holtby/profil/spieler/55508,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://www.transfermarkt.com/aurel-wagbe/profil/spieler/747983,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://www.transfermarkt.com/finn-porath/profil/spieler/241307,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://www.transfermarkt.com/andu-kelati/profil/spieler/719694,NA,NA
NA,08.09.1998 (26),Göteborg,"1,85 m",Sweden,Attack - Right Winger,left,MD Management,Holstein Kiel,22.01.2024,30.06.2027,NA,NA,NA,https://www.transfermarkt.com/alexander-bernhardsson/profil/spieler/633454,Alexander Olof Bernhardsson,NA,NA,NA,NA,NA,NA
NA,18.11.1992 (32),Berlin,"1,74 m",Germany,Attack - Second Striker,right,AKA Global GmbH,Holstein Kiel,05.07.2021,30.06.2026,28.07.2023,NA,,https://www.transfermarkt.com/steven-skrzybski/profil/spieler/93827,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://www.transfermarkt.com/shuto-machino/profil/spieler/550580,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://www.transfermarkt.com/phil-harres/profil/spieler/606119,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://www.transfermarkt.com/benedikt-pichler/profil/spieler/331362,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://www.transfermarkt.com/fiete-arp/profil/spieler/343337,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://www.transfermarkt.com/josep-martinez/profil/spieler/388516,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://www.transfermarkt.com/yann-sommer/profil/spieler/42205,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://www.transfermarkt.com/alessandro-calligaris/profil/spieler/746711,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://www.transfermarkt.com/raffaele-di-gennaro/profil/spieler/70580,NA,NA
NA,30.04.2007 (18),NA,NA,Albania Italy,Goalkeeper,NA,NA,Inter Milan Primavera,01.07.2024,-,NA,NA,NA,https://www.transfermarkt.com/alain-taho/profil/spieler/1070076,NA,Inter Milan UEFA U19,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://www.transfermarkt.com/alessandro-bastoni/profil/spieler/315853,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://www.transfermarkt.com/yann-bisseck/profil/spieler/441986,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://www.transfermarkt.com/benjamin-pavard/profil/spieler/353366,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://www.transfermarkt.com/stefan-de-vrij/profil/spieler/111196,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://www.transfermarkt.com/tomas-palacios/profil/spieler/993645,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://www.transfermarkt.com/francesco-acerbi/profil/spieler/131075,NA,NA
NA,30.06.2005 (20),Athens,"1,86 m",Greece,Defender - Centre-Back,left,SPORTS CONNECTION,Inter U23,01.07.2025,30.06.2026,NA,NA,NA,https://www.transfermarkt.com/christos-alexiou/profil/spieler/898812,Χρήστος Αλεξίου,NA,NA,NA,NA,NA,NA
NA,07.02.2003 (22),San Gennaro Vesuviano,"1,85 m",Italy,Defender - Centre-Back,left,LP Sport Management,US Avellino 1912,20.08.2025,30.06.2028,NA,Nike,,https://www.transfermarkt.com/alessandro-fontanarosa/profil/spieler/616162,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://www.transfermarkt.com/gabriele-re-cecconi/profil/spieler/1054322,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://www.transfermarkt.com/federico-dimarco/profil/spieler/198116,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://www.transfermarkt.com/carlos-augusto/profil/spieler/585982,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://www.transfermarkt.com/matteo-cocchi/profil/spieler/988987,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://www.transfermarkt.com/matteo-motta/profil/spieler/937342,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://www.transfermarkt.com/denzel-dumfries/profil/spieler/321528,NA,NA
NA,02.12.1989 (35),Legnano,"1,83 m",Italy,Defender - Right-Back,right,TMP SOCCER srl,Inter Milan,01.07.2021,30.06.2026,NA,adidas,,https://www.transfermarkt.com/matteo-darmian/profil/spieler/54906,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://www.transfermarkt.com/mike-aidoo/profil/spieler/892101,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://www.transfermarkt.com/hakan-calhanoglu/profil/spieler/126414,NA,NA
NA,25.10.2003 (21),Livno,"1,83 m",Croatia Bosnia-Herzegovina,Midfield - Defensive Midfield,right,ARENA Sport Agency,Inter Milan,01.06.2025,30.06.2030,NA,NA,NA,https://www.transfermarkt.com/petar-sucic/profil/spieler/668207,Petar Sučić,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://www.transfermarkt.com/kristjan-asllani/profil/spieler/543771,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://www.transfermarkt.com/mattia-zanchetta/profil/spieler/1054347,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://www.transfermarkt.com/nicolo-barella/profil/spieler/255942,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://www.transfermarkt.com/davide-frattesi/profil/spieler/394300,NA,NA
NA,20.05.1994 (31),Ząbkowice Śląskie,"1,80 m",Poland Italy,Midfield - Central Midfield,both,BMG-SPORT,Inter Milan,01.07.2024,30.06.2028,NA,adidas,,https://www.transfermarkt.com/piotr-zielinski/profil/spieler/181136,Piotr Sebastian Zieliński,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://www.transfermarkt.com/henrikh-mkhitaryan/profil/spieler/55735,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://www.transfermarkt.com/thomas-berenbruch/profil/spieler/930780,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://www.transfermarkt.com/luka-topalovic/profil/spieler/991744,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://www.transfermarkt.com/luis-henrique/profil/spieler/691316,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://www.transfermarkt.com/nicola-zalewski/profil/spieler/550108,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://www.transfermarkt.com/valentin-carboni/profil/spieler/787618,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://www.transfermarkt.com/daniele-quieto/profil/spieler/819207,NA,NA
NA,08.02.1999 (26),"Brampton, Ontario","1,83 m",Canada Jamaica,Attack - Right Winger,right,Octagon,Villarreal CF,29.07.2025,30.06.2030,NA,adidas,,https://www.transfermarkt.com/tajon-buchanan/profil/spieler/638793,Tajon Trevor Buchanan,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://www.transfermarkt.com/giacomo-de-pieri/profil/spieler/930767,NA,NA
NA,02.07.2002 (23),Castellammare di Stabia,"1,83 m",Italy,Attack - Second Striker,right,M.A.R.A.T. Football ...,Cagliari Calcio,12.08.2025,30.06.2026,NA,NA,,https://www.transfermarkt.com/sebastiano-esposito/profil/spieler/538918,NA,NA,Inter Milan,-,NA,Obligation to buy with conditions,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://www.transfermarkt.com/joaquin-correa/profil/spieler/227081,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://www.transfermarkt.com/lautaro-martinez/profil/spieler/406625,NA,NA
NA,06.08.1997 (28),Parma,"1,92 m",France Guadeloupe,Attack - Centre-Forward,right,Sport Cover,Inter Milan,01.07.2023,30.06.2028,NA,Nike,,https://www.transfermarkt.com/marcus-thuram/profil/spieler/318528,Marcus Lilian Thuram-Ulien,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://www.transfermarkt.com/pio-esposito/profil/spieler/930781,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://www.transfermarkt.com/mehdi-taremi/profil/spieler/307058,NA,NA
NA,19.04.1989 (36),Wien,"1,92 m",Austria Serbia,Attack - Centre-Forward,both,Arna Sports ...,Red Star Belgrade,21.07.2025,30.06.2027,NA,Puma,,https://www.transfermarkt.com/marko-arnautovic/profil/spieler/41384,Marko Arnautović,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://www.transfermarkt.com/matteo-spinacce/profil/spieler/930768,NA,NA
